pose_index,ego_x,ego_y,ego_z,ego_yaw,bbox_center_x,bbox_center_y,bbox_center_z,bbox_width,bbox_length,bbox_height,bbox_yaw,class_id,class_label,num_points
1,-89170.0,-145583.09375,13228.1259765625,28.030656814575195,170.3823183110137,-107.85941965495948,8.562502286383097,5.111961839974157,5.749246287371605,30.73515382149546,0.0,0,Antenna,414
1,-89170.0,-145583.09375,13228.1259765625,28.030656814575195,193.9426847684484,55.93104236608362,18.073080547354806,1.969530049638081,2.792181496756598,1.0828804697525776,0.0,0,Antenna,6
2,-80417.71875,-100107.8671875,10930.5224609375,-87.4658203125,279.50523080962034,-0.5466310207394525,31.223645471052766,5.108110714661279,6.039618782478476,26.639056274676086,0.0,0,Antenna,123
4,-69596.9921875,-156265.40625,14360.525390625,82.1418228149414,265.6490696599251,-132.881522726413,4.846505825344768,3.6957210587530085,3.544862690869593,10.213084795189078,0.0,0,Antenna,42
5,-69394.4765625,-90161.6640625,10386.6357421875,-55.56595993041992,197.95761618698037,-4.225614422469032,46.392895517639,5.007282972410877,5.194546302041779,33.876724778042274,0.0,0,Antenna,289
5,-69394.4765625,-90161.6640625,10386.6357421875,-55.56595993041992,119.93089902440173,0.0005438690884795039,6.992287928425579,1.2043776165963322,0.7555692764038957,9.849628869687628,0.0,0,Antenna,20
7,-68475.3984375,-131027.4296875,14343.4599609375,164.4193115234375,110.74075891249655,-0.18450952159664702,0.13154766227006043,6.137272245415716,5.1971129348015035,30.02867807315944,0.0,0,Antenna,586
7,-68475.3984375,-131027.4296875,14343.4599609375,164.4193115234375,111.07297576239378,0.05761688768864959,-23.40573950602208,3.2501408889473,2.323881866987141,4.245900901245829,0.0,0,Antenna,22
9,-64675.14453125,-144052.96875,16447.837890625,99.55523681640625,181.8452413775857,-116.32004579470406,-14.990266725603561,4.912286323006356,3.892509663638947,11.687152615620805,0.0,0,Antenna,79
10,-62203.390625,-135829.5,16826.345703125,151.15733337402344,185.89143913023474,-14.081274483209082,-27.16025668593717,5.875565327328161,4.382742413644779,25.693575216633235,0.0,0,Antenna,232
11,-61785.1015625,-136345.78125,16915.9140625,148.53451538085938,191.42931839865832,-20.201089346285737,-26.474764761956685,5.865800456407783,4.74185079654297,28.55139858919686,0.0,0,Antenna,182
11,-61785.1015625,-136345.78125,16915.9140625,148.53451538085938,191.89227124134828,-19.925987132129904,-50.58158089212505,3.500519674484906,1.7529512225495374,4.311135338707835,0.0,0,Antenna,16
12,-60931.14453125,-107048.78125,13953.103515625,14.762429237365723,31.397642763443123,0.8128679392695319,4.660525103409516,9.298844162564446,5.9643845233931145,22.071746529430314,0.0,0,Antenna,6997
12,-60931.14453125,-107048.78125,13953.103515625,14.762429237365723,34.09704040174687,-4.861471054177898,-3.864776640666155,0.10445157013874251,0.33165576679162445,1.3042965347241524,0.0,0,Antenna,9
13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,261.30983627114256,-14.609129748988185,117.97569866730045,10.342018267283038,5.149466004462795,13.173845255698723,0.0,3,Turbine,84
13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,232.036752099206,0.3819341226056223,65.51609550941552,31.380903815512454,16.16103515810922,99.53142785642493,0.0,3,Turbine,1853
13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,218.4636436863853,7.570268920373612,97.84544878588673,2.9849105250908394,1.855669482296677,3.081364929635754,0.0,3,Turbine,39
13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,251.51898223796633,-9.563534382318473,94.41802574268948,15.39280294100999,7.316935047544138,20.054887926118212,0.0,3,Turbine,129
13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,262.44880131546324,-15.11614354404281,73.16233910443314,7.0172291852707644,3.5898889946241326,8.27029366043655,0.0,3,Turbine,26
14,-55106.47265625,-157404.9375,16955.998046875,115.38198852539062,44.715406574479665,47.83317633700966,-4.543006438168388,2.5093684747449885,2.617445351233819,0.5883985255872677,0.0,0,Antenna,51
14,-55106.47265625,-157404.9375,16955.998046875,115.38198852539062,89.95111860091636,123.2555277789046,-1.9178061500776074,4.656944393461998,2.451693824940989,0.4377363466249855,0.0,1,Cable,4
15,-49753.0859375,-83143.3046875,10000.0,-34.62697982788086,217.28720246708795,-59.89511752782193,32.90037239865686,6.343618843352942,7.359324058767683,41.61904343029806,0.0,0,Antenna,294
16,-48457.56640625,-112806.828125,13412.078125,144.94398498535156,113.71663727455694,0.4268476057710118,20.832056141237203,4.1427312395031635,4.30434644109333,22.45650083552779,0.0,0,Antenna,502
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,257.7365948961481,-102.60578214042613,-18.411609247347137,4.228042085566813,5.61287492604491,0.13917301883865818,0.0,1,Cable,4
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,207.71535504477805,-156.326404118697,-21.375714201402587,2.289149939486748,3.217765558962185,0.09649204063525474,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,193.11918084394352,-162.7083014708922,-21.863344207037713,17.308928666070273,22.975052657109472,1.1132737494266465,0.0,1,Cable,21
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,205.68036336194103,-149.07732738887745,-14.006131324146324,5.7338249096107745,7.618150402971111,0.39418481262854854,0.0,1,Cable,5
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,234.00136836577633,-134.5010254020822,-20.03379568192564,2.022696712394975,2.7494766220435736,0.30310649074601415,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,232.65795193681527,-109.63267650371674,-19.207940038179967,8.818016065139545,11.628413522373592,0.6777332647638019,0.0,1,Cable,8
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,216.29892956129254,-155.02573226207176,-13.877046782938631,2.2514373852564233,2.9579155538138195,0.32044438384042273,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,218.15771268599784,-132.24897213095198,-13.079957816841759,2.3902297571867734,2.9768868877897887,0.19754464026155638,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,191.3466822696558,-168.3652184187739,-14.85288100681689,9.38396782782766,12.60631803022423,0.5521575839255686,0.0,1,Cable,8
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,255.73679539435466,-81.92784258845208,-10.715079975374135,3.078154970286704,4.280029794349687,0.357648339701365,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,241.66045992452592,-97.48286131019034,-18.621274731627288,3.14169734958071,4.029216915182374,0.10691798998965041,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,243.8068193905608,-97.85895355128704,-11.28667716037994,1.8882935524391087,2.6018350919232063,0.058226675389349225,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,217.55787626572064,-156.53287427271118,-21.16704454820045,0.3369740670047463,0.6219654262028769,0.04835892430916999,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,191.28445601854415,-178.62945295759482,-22.360675270706004,1.7510549727063562,2.4944346310373646,0.11570075185492712,0.0,1,Cable,5
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,199.71728170250992,-177.33620346213746,-14.967680349288546,7.59767791625319,10.33801339139589,0.47465055041860715,0.0,1,Cable,7
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,258.6681002429992,-88.05471661679981,-18.05312382953729,1.9744305818801422,2.5520710967720674,0.21824258791047768,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,209.57351406900398,-164.09016545716344,-14.389057125960043,2.2375762508767423,2.732191266618912,0.14203773621314397,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,220.07451792362554,-126.52042999247595,-20.135341336520185,2.835496263580211,4.04272201029039,0.27694321672869293,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,212.45192510851012,-136.70369916908044,-20.571681207828917,3.3148677189385296,4.473756109725969,0.19207321700214308,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,260.854439274602,-71.79154452730754,-17.614373338466265,3.429686804716596,4.737438561136898,0.3882168722788677,0.0,1,Cable,3
18,-43947.375,-9061.763671875,10000.0,7.451552391052246,269.2652826487033,-73.82760798627352,-17.476059880716626,3.668867760323849,4.906018217304421,0.1381115033985587,0.0,1,Cable,3
19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,262.7378338172768,-57.14278068632419,-18.68453729776247,0.5895990166196725,3.7138694692964336,0.2505916946818303,0.0,1,Cable,4
19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,260.61304611756566,-125.99342387227077,-21.56324924415182,0.8302743695886647,5.434847587840693,0.22212917457920156,0.0,1,Cable,3
19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,246.49724811400745,-167.21419868940248,-22.814743739528247,0.748366497381852,4.769201827960103,0.156674760908178,0.0,1,Cable,3
19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,265.0961649751038,-40.8734054695844,-18.240462260928204,0.7903925159470191,5.325627765255007,0.1913446850817344,0.0,1,Cable,4
19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,272.6134105204778,-44.59384591110628,-18.276281446855414,0.9695150571936324,6.485750173133056,0.15124862581725296,0.0,1,Cable,3
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,275.6060899249187,71.79096879030163,-14.826991210993945,0.40853320340551136,2.9755809389503582,0.1796060747398105,0.0,1,Cable,3
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,270.6872573414715,121.97097510392359,-11.483300439428987,0.5785423110434067,5.025151470080473,0.4076348470537976,0.0,1,Cable,5
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,297.842377389924,6.912838571208413,-17.59632625238116,0.5932437605721361,5.603614776906405,0.13170944401626983,0.0,1,Cable,3
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,280.5122574572466,103.53169058566598,-12.922925933401181,0.4660148456749198,3.190190509194821,0.22981790019549742,0.0,1,Cable,3
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,272.60999428631,103.01185847420214,-12.876708421900503,0.2780176651180568,2.28737416707105,0.17961654490875745,0.0,1,Cable,3
20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,284.3583185073641,-19.068135618731212,-18.381107653320385,0.7169753217724519,6.777922621795515,0.17478729118731806,0.0,1,Cable,4
21,-37054.3671875,-2485.623046875,10000.0,-21.989303588867188,143.21496044698722,-123.48721976586381,-10.88687729448204,14.751927610881609,6.458051832297215,0.4946150571323731,0.0,1,Cable,10
21,-37054.3671875,-2485.623046875,10000.0,-21.989303588867188,144.34202885592848,-116.25620390220737,-18.013866592410203,29.306054267645038,13.063801440385859,1.0700237611565804,0.0,1,Cable,40
